record_id,title,author,date,place,country,language,publisher,genre,n_annotations
14828623,"Local Chronology; being notes of the principal events published in the Kendal newspapers since their establishment. Compiled by the Editors (James Routledge, J. H. Farmer) . Reprinted from the 'Kendal Mercury' and 'Westmorland Gazette.' [With an appendix by John Fisher.]","Routledge, James",1865,Kendal  London,England,English,"Hamilton, Adams ; Thomas Atkinson",Non-fiction,3
14828728,The Myster of the 'Ocean Star.' A collection of maritime sketches,"Russell, William Clark",1888,London,England,English,Chatto & Windus,Fiction,5
14828744,"A Sketch of the Internal Condition of the United States of America, and of their political relations with Europe. By a Russian [P. I. Poletika] . Translated from the French, by an American, with notes",,1826,Baltimore,United States of America,English,E. J. Coale,Non-fiction,5
14828804,An Uncanny Girl,"Sadleir, Marie M.",1894,London,England,English,D. Stott,Fiction,3
14828824,"History of St. Joseph County, Indiana ... History of Indiana ... Illustrated",,1880,Chicago,United States of America,English,C. C. Chapman,Non-fiction,3
14828849,Purple Tints of Paris. Character and manners in the New Empire,"St. John, Bayle",1854,London,England,English,,Non-fiction,3
14828860,A South Sea Lover: a romance,"Saint Johnston, Alfred",1890,London,England,English,Macmillan,Fiction,3
14828877,"A Narrative of the expedition to Algiers in the year 1816, under the command of ... Admiral Lord Viscount Exmouth. (Itinerary, and continuation of the introduction.)","Salamé, Abraham",1819,London,England,English,,Non-fiction,3
14828885,"Diary of a Trip to South Africa on R.M.S. Tantallon Castle, etc","Salmond, David S.",1896,Arbroath,,English,Brodie & Salmond,Non-fiction,3
14828892,Tales of the Fancy ... with original illustrations by R. Prowse,"Sampson, Edmund",1889,London,England,English,'Sporting Truth' Office,Fiction,5
14828956,My Spanish Sailor [A tale.],"Saunders, Marshall",1889,London,England,English,Ward & Downey,Fiction,5
14828993,St. Bernard's. The romance of a medical student. By Æsculapius Scalpel,"Scalpel, Æsculapius, pseudonym",1888,London  Perth,England,English,Sonnenschein,Fiction,5
14829000,En Pilgrimsfærd i det Hellige Land ... Med et Kort over Jerusalem og 31 Afbildninger,"Scharling, Carl Henrik",1876,Kjøbenhavn,,Danish,,Non-fiction,1
14829132,"The Lay of the Last Minstrel, a poem","Scott, Walter, Sir",1807,London,England,English,,Fiction,5
14829233,"A Mid-Lothian Village: notes on the village and parish of Corstorphine. Compiled and illustrated by G. M. Selway, etc","Selway, G. Upton",1890,Edinburgh,Scotland,English,G. Waterston,Non-fiction,5
14829241,"A Second Journey to Spain, in the spring of 1809; from Lisbon ... to Sevilla, Cordova, Granada, Malaga and Gibraltar. With plates, etc","Semple, Robert, Governor of the Red River Colony",1812,London,England,English,,Non-fiction,5
14829285,The Dowager's Determination,"Severne, Florence",1897,London,England,English,"Digby, Long",Fiction,5
14829368,"One Heart, One Way [A tale.]","Sharer, W. Raisbeck",1897,London,England,English,Hurst & Blackett,Fiction,4
14829372,"An Epitome of the County of Warwick, containing a brief historical and descriptive account of the towns, villages, etc","Sharp, Thomas, antiquary",1835,London,England,English,,Non-fiction,3
14829386,Jack Forester's Fate [A tale.],"Shaw, Catharine",1893,London,England,English,Shaw,Fiction,4
14829410,"Bellamira; or, The fall of Tunis ... Third edition","Sheil, Richard Lalor, Right Honourable",1818,London,England,English,John Murray,Fiction,5
14829546,Time's a Tell-Tale: a comedy in five acts [in prose],"Siddons, Henry",1807,London,England,English,,Fiction,5
14829570,The Will that Wins [A tale.],"Simmel, Quinton",1897,London,England,English,"Digby, Long",Fiction,5
14829599,"Discussions on the Gipsies, John Bunyan and Mrs. Carlyle, and many others related to ... the gipsies ... And 'Do snakes swallow their young?' With the 'Encyclopaedia Britannica on the Viper,' etc","Simson, James",1895,New York,United States of America,English,E. O. Jenkins',Non-fiction,3
14829630,A Trip to Norway in 1873. By 'Sixty-One' [G. H. Hely-Hutchinson?] ... With illustrations by F. Milbank ... and Miss A. Millbank,,1874,London,England,English,Bickers,Non-fiction,5
14829631,Twenty Years' Reminiscences of the Lews. By 'Sixty-One' [G. H. Hely-Hutchinson?] . With portrait of the author and illustrations,,1871,London,England,English,H. Cox,Non-fiction,3
14829699,Eastern Pilgrims: the travels of three Ladies,"Smith, afterwards Lewis, Agnes",1870,London,England,English,Hurst & Blackett,Non-fiction,3
14829736,"Gipsy Life: being an account of our gipsies and their children, with suggestions for their improvement [With illustrations.]","Smith, George, of Coalville, Leicester",1880,London,England,English,Haughton,Non-fiction,5
14829757,Poems,"Smith, James William Gilbart, pseudonym [i.e. Sir James Denham]",1881,London,England,English,Field & Tuer,Fiction,5
14829839,Her Father's Child. A novel,"Snow, W. R., Mrs",1878,London,England,English,,Fiction,3
14829840,Tales of the Yorkshire Wolds,"Snowden, Keighley",1894,London,England,English,S. Low,Fiction,3
14829871,"Original Sonnets, elegiac, ethic and erotic: with some miscellaneous productions and imitations",,1799,Whitby,,English,,Fiction,5
14829912,"A Gazetteer of the State of New-York; ... with ... map, etc","Spafford, Horatio Gates",1824,Albany,United States of America,English,,Non-fiction,3
14829931,"Arrowsmith's Dictionary of Bristol, edited by H. J. Spear and J. W. Arrowsmith","Spear, Henry J.",1884,Bristol,England,English,J. W. Arrowsmith,Non-fiction,5
14829961,"Spencer's illustrated guide to Richmond, its castle, and neighbourhood, etc","Spencer, Thomas",1889,"Richmond, Yorks",,English,T. Spencer,Non-fiction,5
14830020,In the Land of Tolstoi: experiences of famine and misrule in Russia [With illustrations.],"Stadling, Jonas",1897,London,England,English,Clarke,Non-fiction,3
14830034,Rambles and Researches in Thuringian Saxony,"Stanford, John Frederick",1842,London,England,English,,Non-fiction,5
14830058,"Stanley and Africa: also, the travels, adventures, and discoveries of Captain John H. Speke, Captain Richard F. Burton ... and other distinguished explorers [With plates, including portraits.]","Stanley, Henry M. (Henry Morton)",1890,Birmingham,,English,C. Combridge,Non-fiction,3
14830130,"The Captive Missionary: being an account of the country and people of Abyssinia. Embracing a narrative of King Theodore's life, and his treatment of political and religious missions","Stern, Henry Aaron",1868,London,England,English,,Non-fiction,3
14830131,"Wanderings among the Falashas in Abyssinia; together with a description of the country and its various inhabitants. Illustrated by a map, etc","Stern, Henry Aaron",1862,London,England,English,,Non-fiction,3
14830200,A Fair Norwegian,"Stewart, Andrew",1894,Edinburgh  London,England  Scotland,English,Oliphant,Fiction,5
14830201,The Quest of a Heart,"Stewart, Caldwell, pseudonym [i.e. Ella Stewart Caldwell]",1895,Edinburgh,Scotland,English,Oliphant,Fiction,5
14830205,Recollections of a tour in the North of Europe in 1836-1837,"Stewart, afterwards Vane, Charles William, 3rd Marquis of Londonderry",1838,London,England,English,,Non-fiction,4
14830242,Sketches historical and descriptive of Louisiana,"Stoddard, Amos",1812,Philadelphia,,English,,Non-fiction,3
14830351,Physical description of New South Wales and Van Diemen's land,"Strzelecki, Paul Edmund de, Sir, Count, K.C.M.G.",1845,London,England,English,,Non-fiction,5
14830361,Inscrutable,"Stuart, Esmè",1894,London,England,English,"Bliss, Sands",Fiction,3
14830372,"The Story of Babette, a little Creole girl, etc","Stuart, Ruth MacEnery",1894,London,England,English,Osgood & McIlvaine,Fiction,5
14830420,Short Stories for Long Journeys,"Sunwell, Bridget",1893,London,England,English,"Digby, Long",Fiction,4
14830428,"Excursions in the County of Sussex: comprising brief historical and topographical delineations; together with descriptions of the residences of the nobility and gentry, remains of antiquity, and other interesting objects of curiosity ... With fifty engravings, including a map of the county",,1822,London,England,English,Longman,Non-fiction,3
14830493,"The history of Everton, including familiar dissertations on the people, etc","Syers, Robert",1830,Liverpool,England,English,,Non-fiction,4
14830538,Pandora's Box. A novel,"Talbot, Frederick",1878,London,England,English,,Fiction,5
14830629,Verses on various occasions,"Taylor, John",1795,London,England,English,,Fiction,5
14830635,Sam Saddleworth's Will ... Second edition,"Taylor, Margaret Scott",1889,London,England,English,Digby & Long,Fiction,3
14830676,"Indian Recreations, consisting chiefly of strictures on the domestic and rural economy of the Mahommedans and Hindoos","Tennant, William, Chaplain in India",1803,Edinburgh,Scotland,English,,Non-fiction,3
14830677,"The Thane of Fife; a poem, in six cantos","Tennant, William, Professor of Oriental Languages at St. Andrews",1822,Edinburgh,Scotland,English,,Fiction,5
14830701,Lady Delmar. A novel. (Fifth thousand.),"Terrell, Thomas",1891,London,England,English,Trischler,Fiction,5
14830738,"Sailing Directions for the River Thames, and the South-East Coast of England, to Beachy Head; with the Coast of France, from Boulogne to Dunkerque; to which is added, an appendix containing the rules ... of pilotage",,1863,London,England,English,,Non-fiction,4
14830783,"Camera Lucida; or, Strange Passages in common life [Tales.]","Thomas, Bertha",1897,London,England,English,Sampson Low,Fiction,3
14830801,Preludes [Poems.] With illustrations and ornaments by Elizabeth Thompson,"Meynell, Alice",1875,London,England,English,H. S,Fiction,5
14830857,A Dream of Paradise. A poem,"Thomson, Robert, curate of St. Michael's, Chester Square",1898,London,England,English,E. Stock,Fiction,5
14830903,"Dr. Rollison's Dilemma; also, The Traitor Doubt","Tiddeman, Lizzie Ellen",1892,Allahabad,,English,Wheeler,Fiction,5
14830917,"Laura Talbot; or, the Realities of Life","Tilt, Julia",1855,London,England,English,,Fiction,5
14830920,Curiosities of London: exhibiting the most rare and remarkable objects of interest in the Metropolis,"Timbs, John",1868,London,England,English,,Non-fiction,3
14830926,Love in the Sunny South. A romance. By Tina,,1890,London,England,English,Remington,Fiction,5
14830963,"The Early Bird, and other drawing-room plays","Tollemache, Beatrix Lucia Catherine, Honourable",1894,London,England,English,Remington,Fiction,5
14830965,Stones of Stumbling. (Articles reprinted from the Fortnightly Review.),"Tollemache, Lionel Arthur, Honourable",1884,London,England,English,,Non-fiction,3
14830984,"Retribution, a Corsican Vendetta Story [and other tales]","Tonelli, Philippe",1892,London,England,English,Dean,Fiction,3
14831014,"Narrative of a Journey across the Rocky Mountains to the Columbia River, and a visit to the Sandwich Islands, Chili, etc. With a scientific appendix","Townsend, John Kirk",1839,Philadelphia,,English,H. Perkins,Non-fiction,3
14831091,The Golden Crocodile,"Trimmer, Frederick Mortimer",1897,Cambridge  London,England  United States of America,English,Downey,Fiction,4
14831105,"Minnen och anteckningar från Ångkorvetten Gefles Expedition till vestkusten af Afrika och Medelhafvet åren 1864, 1865, etc","Trolle, Henrik af",1867,Stockholm,,Swedish,,Non-fiction,1
14831154,The New Arcadia. An Australian story,"Tucker, Horace",1894,London,England,English,Swan Sonnenschein,Fiction,5
14831295,The Queen against Owen,"Upward, Allen",1894,London,England,English,Chatto & Windus,Fiction,3
14831338,Varium [A novel.],,1858,London,England,English,,Fiction,5
14831342,Ivy Leaves; a collection of poems,"Varley, afterwards Banks, Isabella",1844,London,England,English,,Fiction,5
14831377,The Purchase of the North Pole: a sequel to 'From the Earth to the Moon' ... Illustrated,"Verne, Jules",1890,London,England,English,Sampson Low,Fiction,5
14831380,Palestina en aangrenzende landen. Reisherinneringen,"Verschuur, G.",1884,Haarlem,,Dutch,,Non-fiction,1
14831418,"A personal narrative of a visit to Ghuzni, Kabul, and Afghanistan, and of a residence at the Court of Dost Mohamed. With notices of Runjit Sing, Khiva, and the Russian expedition ... With illustrations, etc","Vigne, Godfrey Thomas",1840,London,England,English,,Non-fiction,3
14831481,"Ellen Clinton; or, the influence of a loving spirit [A novel.] By W [i.e. Mrs. Woodward.]",,1868,London,England,English,J. Clarke,Fiction,3
14831487,"Poems from the Secret Doctrine, also some tussocks and twitterings. By L. W","W, L.",1897,Rome,,English,Forzani,Fiction,5
14831523,"The antiquities of Gainford in the county of Durham; comprising the baronial and ecclesiastical history of that place and of Barnard-castle, etc","Walbran, John Richard",1846,Ripon,England,English,,Non-fiction,5
14831557,The Brides of Death: a tragedy in five acts [In verse.],"Walker, J. Greenhalgh",1899,London,England,English,W. Andrews,Fiction,5
14831602,Voormaals en thans. Opstellen over Neêrlands grondsgesteldheid,"Staring, Winand Carel Hugo",1858,Haarlem,,Dutch,,Non-fiction,1
14831632,"Palms and Pearls: or, Scenes in Ceylon","Walters, Alan",1892,London,England,English,R. Bentley,Non-fiction,5
14831651,"Poems, Epigrams and Sonnets","Egerton-Warburton, R. E. (Rowland Eyles)",1877,London,England,English,,Fiction,5
14831668,The Child's Geography for ... Schools and home-tuition ... With maps ... and illustrations,"Ward, Mark James Barrington",1879,London,England,English,,Non-fiction,4
14831679,City and Suburban: a novel,"Warden, Florence",1890,London,England,English,F. V. White,Fiction,4
14831701,Sketches of European Capitals,"Ware, William",1851,Boston,United States of America,English,,Non-fiction,3
14831713,Graybridge Hall. A romance,"Warren, Adèle",1893,London,England,English,Skeffington,Fiction,5
14831714,A system of Physical Geography ... To which is added a treatise on the Physical Geography of the United States ... The whole embellished by numerous engravings and ... maps ... by J. H. Young,"Warren, David M.",1857,"London, Philadelphia",England,English,,Non-fiction,3
