TextSnippet	MachineType	Date	Category	Humanness	Animacy	split
To pay forty dollars for forty-eight hours, and three hundred and forty-two geographical miles of nausea in a state-room, was not according to their ideas of happiness.  Far better *On the night of the 20th of March, 1874, at 10.30 p.m., the French M. M. steamer Nil, having on board one hundred and eleven persons, and the Japanese articles on exhibition at Vienna, her engines being out of order, and the currents unusually strong, lost her reckoning, struck a rock near the village of Irima, in Yoshida Bay, ten miles from Cape Idzu, and sunk in twenty-one fathoms.  Only four persons were saved.	engines	1883	machine is inanimate object without agency	0	0	train
"Her eyes stared away across space, and for a moment she was silent, then she began : ""It *s a strange story.  I was tired of painting pot boilers that would not boil my pot, simply because 1 could not sell them, so I went in for copying, and as I al-wr, >s had a sure, quick hand — extraordinarily quick, you will remember — for copying, and as I speedily worked up quite a brisk connection, I found my new work pay me well. ""  I was down in Hampshire, copying a couple of old 'Venetians,' when I came in contact with the vicar."	boilers	1892	machine is inanimate object without agency	0	0	train
There are now upwards of twenty portable steam thrashing machines employed during the har vest, itinerating from farm to farm.  Several reaping machines are also at work gathering in the crops, although commonly the scythe and sickle are used.  Malmesbury, the principal township of this grain bearing country, is about forty miles distant from Cape Town.	machines	1875	machine is agent (purpose/work)	0	0	train
"Brown thus describes what followed. ""  The Colonel ordered me to report to his headquarters for instructions ; when I did, he told me that there was a secret raid being organized to penetrate into the South to burn bridges, and that, to complete the work, a locomotive would have to be captured ; he  Selection of Engineers and Soldiers."	locomotive	1887	machine is inanimate object without agency	0	0	train
At 8 a.m. we ceased steaming and lowered the funnel.  Notwithstanding the small area of canvas set, there was no perceptible loss of speed after Ihe engines were stopped.  At 9.30, after much labour, owing to the sail being full of water from the torrents of rain that had fallen during the night, we took in three reefs in the mizen, and set it.	engines	1881	machine is agent (movement)	0	0	train
"These machines are chain-boats.  Instead of having either screw or paddle wheels, both of which would, by their wash, damage the banks of the canal, the engine turns a large "" sprocket"" wheel amidships.  A chain, which is laid the whole length of the canal, is brought to this wheel, and the tug winds herself along, much after the fashion of the floating bridge at Portsmouth."	engine	1871	machine is agent (movement)	0	0	train
But it may be asked whether the philosophical poets and poetical philosophers wear the jewel of consistency.  Do they reject the use for their own persons, their families, in their homes, or in connection with any of the relations of life, of anything and everything produced, in whole or in part, by the application of steam power to machinery ?  A relapse into a state of nature is the only manner in which they can prove their consistency !	machinery	1881	machine is instrument	0	0	train
"It's dis graceful ; not only are they quarrelling about the hole, but they must needs wait to put down their great galumping scores !  If the object was to get round in as many strokes as possible, there might be some sense in it ; but even then it would require a calculating machine to keep count.""  It is a curious fact that the worse the player, the greater seems to be the inclination to record the fact."	machine	1893	machine is instrument	0	0	train
He then took up a bet to drive it through a very large cheese, which was to be covered with a crash-cloth to keep his wool clear of cheese-crumbs.  The cheese, thus enveloped, was placed in a proper position, and Parsis starting off like a locomotive, buried his head up to his ears in the inviting target.  Parsis now began to feel himself irresistible, and talked up 'pursy considerable.'	locomotive	1892	human as a machine	1	1	train
At the end opposite to the rows of spindles was a sloping board for the reception of the soft, thick, fleecy rouleaus close together in parallel lines, whence they were drawn out in fine, thin, slightly-twisted lines of yarn, obedient to the turning of the wheel.  It was the duty of Lydia (and of others much younger than herself) to stand in front of one of these sloping boards and feed the machine with these thick rolls, being ready, when one was nearly drawn out exhausted, to attach another by rolling the two dexterously together with the palm of her hand upon the board.  And woe betide the little lass if eye or hand was not quick enough to watch and piece a retreating length before it was drawn clean away from the board, and the slubber had to stop his machine to reconnect the line.	machine	1893	machine as a human	1	1	train
